target_node,target_neighbors_num,First_nbr_adopter,Second_nbr_adopter,Third_nbr_adopter,past_adoption_exist,past_adoption_target_num,com_hashtags_max,com_hashtags_min,com_hashtags_ave,outdeg_v1,num_hashtags_v1,orig_connections_k,unique_Ak_num,max_subG,min_subG,ave_subG,views_1k,subG_edges,max_AkG_deg,min_AkG_deg,ave_AkG_deg,time_ave_k,time_ave_1_k2,time_ave_k2_k,speed_exposure,speed_adoption,time_1_1,time_1_2,time_1_3,time_1_4,time_1_5,time_1_6,time_1_7,time_1_8,time_1_9,time_1_10,time_1_11,time_1_12,time_1_13,time_1_14,time_1_15,time_1_16,time_1_17,time_1_18,time_1_19,time_1_20,time_1_21,time_1_22,time_1_23,time_1_24,r_node_0,r_node_1,r_node_2,r_node_3,r_node_4,r_node_5,r_node_6,r_node_7,r_node_8,r_node_9,r_node_10,r_node_11,r_node_12,r_node_13,r_node_14,r_node_15,r_node_16,r_node_17,r_node_18,r_node_19,r_node_20,r_node_21,r_node_22,r_node_23,r_node_24,distKV_target_0,distKV_target_1,distKV_target_2,distKV_target_3,distKV_target_4,distKV_target_5,distKV_target_6,distKV_target_7,distKV_target_8,distKV_target_9,distKV_target_10,distKV_target_11,distKV_target_12,distKV_target_13,distKV_target_14,distKV_target_15,distKV_target_16,distKV_target_17,distKV_target_18,distKV_target_19,distKV_target_20,distKV_target_21,distKV_target_22,distKV_target_23,distKV_target_24,cas_cos_simi_0,cas_cos_simi_1,cas_cos_simi_2,cas_cos_simi_3,cas_cos_simi_4,cas_cos_simi_5,cas_cos_simi_6,cas_cos_simi_7,cas_cos_simi_8,cas_cos_simi_9,cas_cos_simi_10,cas_cos_simi_11,cas_cos_simi_12,cas_cos_simi_13,cas_cos_simi_14,cas_cos_simi_15,cas_cos_simi_16,cas_cos_simi_17,cas_cos_simi_18,cas_cos_simi_19,cas_cos_simi_20,cas_cos_simi_21,cas_cos_simi_22,cas_cos_simi_23,cas_cos_simi_24,adoption_p,label
22348,100,0,1,21,1,7,3,1,1.96,32,32,0,25,2,0,0.4,2225,5,300,15,89.0,40858.0,27632.75,51181.6,0.0023147666507147167,2.6008614052974344e-05,21486,28078,32402,33080,76297,165387,191903,233971,245551,267176,323722,345602,353079,449404,450825,492006,527051,557674,606603,614952,697681,799316,960298,961220,4.01661354823e-07,1.1184936776e-06,2.58453093797e-06,1.96095500169e-06,1.57033319274e-06,6.45783629435e-07,8.30824030955e-07,7.84326804385e-07,1.06020717651e-06,3.53912872139e-05,1.31767439155e-05,8.28825085689e-06,1.28186699052e-06,2.95051311919e-06,4.05409175181e-07,1.67406488404e-06,1.26545088279e-05,1.25321619934e-06,1.66595879763e-06,3.48049814255e-07,2.43092269639e-07,1.02754362792e-06,1.37474244993e-06,1.47494337493e-06,1.17450913295e-06,4.24421082634,3.10367364145,3.33498778728,2.63664833191,2.95583804934,3.04441557719,3.04828966417,3.05907641065,3.57153909628,1.66520858183,1.80092127927,3.23793471337,3.29498555423,2.74759342961,2.90799465827,2.8781175007,2.45237480116,3.10468071891,2.84271723616,3.86781780598,8.09840881583,2.98073086132,2.48794545743,2.94851095705,3.53032914039,44.95,31.66,24.06,30.54,15.27,40.05,40.19,37.31,40.44,42.11,24.03,40.74,27.21,20.47,48.49,37.8,33.1,22.06,54.71,44.15,51.09,42.08,35.57,41.0,32.26,1,1
203817,41,0,3,22,1,17,4,1,1.76,32,32,0,25,2,0,0.4,2225,5,300,15,89.0,40858.0,27632.75,51181.6,0.0023147666507147167,2.6008614052974344e-05,21486,28078,32402,33080,76297,165387,191903,233971,245551,267176,323722,345602,353079,449404,450825,492006,527051,557674,606603,614952,697681,799316,960298,961220,8.42170022026e-07,1.69584275285e-06,3.6853363658e-06,6.2057664435e-06,6.66364977193e-06,1.2442587673e-05,1.57904714975e-05,1.70907886376e-06,2.27241854129e-06,3.78588345964e-06,3.02912565535e-06,5.8397536035e-06,9.98245177707e-07,3.07281144699e-06,4.16288210112e-07,3.292250994e-06,5.85845693441e-06,1.66829514276e-06,1.61038438268e-06,5.92897944752e-07,6.65973312252e-07,1.37899246137e-06,1.20559064506e-06,1.03255337586e-06,2.81219615177e-06,4.17483441588,2.85419450205,3.15760122699,2.38608387182,2.7317394647,1.73355556074,1.91639621043,2.5373881583,3.15144008616,2.73400374501,2.5884639644,3.27852490667,3.14623004999,2.65399247422,2.75401334462,2.17413837533,2.81584883295,2.91870901453,2.82275522982,3.75023014039,8.0024911038,2.99255222702,2.27996019301,2.61466633278,3.10422522977,12.13,22.2,11.66,25.82,21.55,21.73,17.29,27.67,34.61,37.38,26.15,16.65,23.56,26.35,30.27,40.24,29.88,53.62,23.04,34.74,37.78,35.66,29.03,19.51,27.04,1,1
286851,25,0,0,0,1,7,1,0,0.08,32,32,0,25,2,0,0.4,2225,5,300,15,89.0,40858.0,27632.75,51181.6,0.0023147666507147167,2.6008614052974344e-05,21486,28078,32402,33080,76297,165387,191903,233971,245551,267176,323722,345602,353079,449404,450825,492006,527051,557674,606603,614952,697681,799316,960298,961220,1.36702271272e-07,1.1403271332e-07,6.87056412568e-07,5.93936823303e-07,4.073800421e-07,1.52598571645e-07,1.76597985186e-07,1.83610387362e-07,2.14641879838e-07,8.13023542369e-07,7.25953640183e-07,1.69634088101e-06,2.39131151408e-07,1.13889808189e-06,6.707354826e-08,4.70645730794e-07,1.42805446871e-06,4.59845253134e-07,2.71476802444e-07,7.62543396614e-08,5.07774601341e-07,3.70330203663e-07,2.4836538305e-07,1.83184865811e-07,2.45565384543e-07,7.98159611498,7.42400006069,7.31588169439,7.19195049011,7.38626350329,7.22214752678,7.23100794626,7.35334290681,7.36890895845,7.18581258627,7.13510921987,7.35754266805,7.42828130778,7.09553345273,7.23739093918,7.19978363886,7.2459619574,7.33160873229,7.52017917896,7.65318982312,10.1892628268,7.07234621136,7.2981742375,7.13497750587,7.45046596387,-1.84,25.1,14.14,16.05,4.55,11.04,3.57,10.26,8.07,26.13,13.65,14.54,17.1,11.09,1.08,23.89,14.8,33.72,4.17,17.1,39.39,23.66,5.71,11.24,18.64,0.0,0
452948,6,0,0,0,0,0,0,0,0,32,32,0,25,2,0,0.4,2225,5,300,15,89.0,40858.0,27632.75,51181.6,0.0023147666507147167,2.6008614052974344e-05,21486,28078,32402,33080,76297,165387,191903,233971,245551,267176,323722,345602,353079,449404,450825,492006,527051,557674,606603,614952,697681,799316,960298,961220,1.08090413692e-08,6.10667815385e-09,2.64644609451e-08,1.83765509767e-08,2.55357930239e-07,8.19114516591e-09,1.04263297477e-08,8.59276697923e-09,1.16647290153e-08,3.02759910114e-08,2.4476713087e-08,4.68697010185e-08,1.11441305836e-08,2.58109020204e-08,2.92227154929e-09,2.02901513639e-08,3.46982913298e-08,1.34566879635e-08,1.24557177919e-08,6.72078665111e-09,7.65488617669e-09,1.16900967864e-08,2.1328634763e-08,9.18142447528e-09,1.79148800397e-08,6.27727311523,5.44659751835,5.52495063941,5.34329869893,5.20242185649,5.10069187743,5.2607911144,5.5166666507,5.74790260603,5.3699236078,5.25866737759,5.73328710858,5.5844884617,5.22570906033,5.13459039235,5.33926040242,5.36177653389,5.44465651707,5.53759067248,5.93840314271,9.08959017255,5.37513098299,5.22193855285,5.34396629496,5.63053938927,0.0593243513951513,0.0564819479120911,0.05384167067471625,0.07998692945786934,0.018134911033726976,0.08983042971925574,0.082815312131388,0.07685740697760807,0.04702816884745732,0.08173980250993679,0.061358970699428576,0.02408252790104395,0.01821143682040337,0.03746748538866033,0.05738882990980711,0.03461130159768227,0.018292792292441528,0.03710140992100715,0.06619582897230353,0.06015536661429225,0.028766098944745112,0.004635892916357576,0.04715925057607513,0.021723568427713637,0.015052286086292888,0,0
123770,54,0,0,23,1,15,2,0,0.12,32,32,0,25,2,0,0.4,2225,5,300,15,89.0,40858.0,27632.75,51181.6,0.0023147666507147167,2.6008614052974344e-05,21486,28078,32402,33080,76297,165387,191903,233971,245551,267176,323722,345602,353079,449404,450825,492006,527051,557674,606603,614952,697681,799316,960298,961220,4.86649511111e-07,5.91638081693e-07,3.0581210857e-06,2.95068387645e-06,2.36761293101e-06,8.19496818985e-07,1.19501857659e-06,7.76721492486e-07,1.10544589473e-06,4.07908936075e-06,2.40631998e-06,5.5842993126e-06,1.00518057107e-06,3.67829136137e-06,3.8692011878e-07,1.75875177475e-06,5.90629153074e-06,1.55380233067e-06,1.34496401013e-06,6.2021220386e-07,2.48145287196e-07,8.49534963893e-07,2.13891332117e-06,1.24653206525e-06,1.22496322949e-06,4.22510313135,2.92620292788,3.03077950138,2.37915868967,2.58513801321,2.54555320396,2.57391868873,2.8364688081,3.39144131765,2.47217987763,2.48053436387,3.3242184247,2.95087032895,2.49857316103,2.98270038657,2.5459522625,2.46030543384,2.73152902275,2.84528871061,3.44239924125,8.11419516396,2.86289826864,2.1513969944,2.59802581421,3.29323122675,46.4,21.67,37.45,29.13,18.76,32.33,19.61,31.61,10.26,29.97,26.8,32.82,29.04,-4.24,28.63,17.89,24.82,10.48,34.12,32.51,34.23,28.08,35.08,35.49,27.38,0.0,0
15360,95,0,1,18,1,8,1,0,0.12,32,32,0,25,2,0,0.4,2225,5,300,15,89.0,40858.0,27632.75,51181.6,0.0023147666507147167,2.6008614052974344e-05,21486,28078,32402,33080,76297,165387,191903,233971,245551,267176,323722,345602,353079,449404,450825,492006,527051,557674,606603,614952,697681,799316,960298,961220,4.00405565454e-07,6.00423368449e-07,2.65360892582e-06,1.86563173309e-06,1.62527615036e-06,6.39416357432e-07,9.37880958079e-07,7.38759590328e-07,9.70239110242e-07,2.09616956842e-05,5.8901047374e-06,4.59686433056e-06,5.75523194766e-07,2.64045786276e-06,4.26436523824e-07,1.63512327528e-06,5.56627565292e-06,1.11813263025e-06,2.8447190902e-06,3.3552574957e-07,2.69734175321e-07,8.29871197148e-07,1.12802572749e-06,1.26499466001e-06,1.04268718469e-06,4.36560948106,2.9980269203,3.27730397542,2.69449556462,2.87193136655,2.97624272806,2.94476064519,3.041125457,3.5708302292,1.9437392567,2.2838312802,3.49495478413,3.26952214941,2.82230002358,2.94041908771,2.88181946943,2.69475757475,3.08332614091,2.83019516176,3.86576379768,8.19820747637,3.09684484525,2.58470476203,2.73397089681,3.50597404207,20.54,40.01,26.99,24.45,7.52,43.73,46.09,32.37,21.56,46.32,37.46,35.66,10.05,31.91,39.02,40.82,35.71,31.42,41.23,38.97,52.5,53.77,34.19,29.52,38.15,0.0,0
464246,22,0,2,11,0,0,0,0,0,32,32,0,25,2,0,0.4,2225,5,300,15,89.0,40858.0,27632.75,51181.6,0.0023147666507147167,2.6008614052974344e-05,21486,28078,32402,33080,76297,165387,191903,233971,245551,267176,323722,345602,353079,449404,450825,492006,527051,557674,606603,614952,697681,799316,960298,961220,4.17243481002e-07,4.70289105459e-07,1.6050095677e-06,1.19624839083e-06,1.16597234387e-06,4.04122042493e-07,4.98011566441e-07,4.96082552728e-07,6.00348365979e-07,2.23003731989e-06,1.70165225417e-06,3.69034137468e-06,5.12189118378e-07,3.03670424898e-05,1.78345433111e-07,1.19293996374e-06,1.22397193094e-05,5.31995408511e-06,7.24297079514e-07,2.1609411431e-07,1.6238227426e-07,1.01674825342e-06,8.50717096985e-07,9.5378178397e-07,7.12241927859e-07,4.37116700572,3.36216400682,3.68880362419,3.01809352746,3.14244894776,3.16737266741,3.27745745775,3.30741759676,3.78453594602,3.02835267419,2.98025932291,3.69619019012,3.74036793178,2.49889727874,3.32316027643,3.08988952899,3.13401407471,2.88543852082,3.20700703649,4.07866832138,8.5287427787,3.22526405985,2.8713931327,3.27127770328,3.68338882797,0.03892267465997306,0.009181734545097409,0.005301576016616805,0.06397716961729742,0.06344540829963723,0.014139535502594182,0.07992993467509096,0.03393354695290596,0.029506142145500548,0.06367603472483639,0.06267315571344535,0.09151451294757512,0.030074060654586867,0.06145475961271466,0.04742033775471173,0.07394095803741177,0.023964571930818437,0.0766146029831817,0.006758811679958155,0.07516506932658133,0.03761285074050528,0.006787305793482113,0.02395232014235167,0.09448277069874692,0.004509794185146587,0,0
458543,29,0,0,0,1,2,0,0,0.0,32,32,0,25,2,0,0.4,2225,5,300,15,89.0,40858.0,27632.75,51181.6,0.0023147666507147167,2.6008614052974344e-05,21486,28078,32402,33080,76297,165387,191903,233971,245551,267176,323722,345602,353079,449404,450825,492006,527051,557674,606603,614952,697681,799316,960298,961220,6.14958747345e-08,2.84979786614e-08,1.26325927743e-07,7.83224135891e-08,1.17448395802e-07,3.76089036428e-08,5.71893000162e-08,3.81804406709e-08,4.93978955199e-08,1.25055609365e-07,1.50510830703e-07,2.01301746015e-07,3.07873787582e-08,1.04650947804e-07,1.51929720673e-08,9.64696068897e-08,1.41814680227e-07,6.39486697049e-08,5.86318746027e-08,1.90916946776e-08,4.89245400983e-08,4.76295402479e-08,8.64893638801e-08,3.70116662687e-08,5.89806843549e-08,7.18354175474,6.77897850997,6.66551396022,6.48996548469,6.46846207547,6.56136992262,6.58242030794,6.46525082527,6.77138644417,6.29335506919,6.35985168649,6.76016796059,6.67271239173,6.40039434948,6.52355774181,6.34424290389,6.48168770962,6.45939945846,6.48147137595,6.93208016536,9.6322619361,6.49858112858,6.44856278403,6.68027479336,6.64819900267,16.87,19.34,20.8,31.07,9.07,17.84,20.43,11.41,21.4,23.5,23.55,17.75,19.63,14.53,17.65,21.85,15.56,20.0,22.96,21.03,35.76,34.46,32.13,13.9,46.7,0.0,0
141298,125,0,1,24,1,15,4,0,1.56,32,32,0,25,2,0,0.4,2225,5,300,15,89.0,40858.0,27632.75,51181.6,0.0023147666507147167,2.6008614052974344e-05,21486,28078,32402,33080,76297,165387,191903,233971,245551,267176,323722,345602,353079,449404,450825,492006,527051,557674,606603,614952,697681,799316,960298,961220,4.74317017144e-07,5.15661953183e-07,2.55360872843e-06,2.07684793912e-06,1.32813879061e-06,1.27948975859e-06,1.0592591849e-06,1.20631979512e-06,1.37980588596e-06,3.72257600802e-06,3.05282066925e-06,4.09134648993e-06,5.29030493188e-07,2.39160506629e-06,2.9031456176e-07,2.16031673809e-06,8.59148239619e-06,1.14234276725e-06,1.11747776294e-06,3.02400237629e-07,2.91111593064e-07,1.97648378268e-06,5.07048500654e-06,7.43445145582e-07,1.57450574464e-06,4.24985266322,3.04256565944,3.24118214942,2.47911828847,2.90342453496,2.66038654293,2.84205621353,2.78127738678,3.46697109961,2.65352719309,2.53575905009,3.45174884041,3.23239143236,2.7544943808,3.02613820357,2.57406774759,2.74032352805,2.88363285194,2.94825173175,3.88875478411,8.22131697844,2.61540246212,1.59303043358,2.93458494113,3.37009380793,37.53,26.5,15.59,14.14,22.03,33.73,25.9,45.52,19.16,25.82,24.45,22.53,14.46,33.77,23.55,25.33,29.3,25.21,30.2,26.89,45.13,40.29,25.67,27.59,29.64,0.00023437500000000005,0
123505,108,0,0,3,1,39,2,0,0.48,32,32,0,25,2,0,0.4,2225,5,300,15,89.0,40858.0,27632.75,51181.6,0.0023147666507147167,2.6008614052974344e-05,21486,28078,32402,33080,76297,165387,191903,233971,245551,267176,323722,345602,353079,449404,450825,492006,527051,557674,606603,614952,697681,799316,960298,961220,3.6952269618e-07,8.75426315308e-08,3.64961034849e-07,2.3651931989e-07,4.69075590841e-07,1.05001166489e-07,1.26417936175e-07,1.12106955784e-07,1.37903571756e-07,3.82963085074e-07,3.09695907938e-07,5.96930401284e-07,8.22467588386e-08,3.3877502614e-07,3.75408100576e-08,2.74662360177e-07,4.26629884829e-07,1.94982984423e-07,1.50662743788e-07,5.26298957182e-08,1.61820250472e-07,1.78946480716e-07,2.92593181617e-07,1.02744414082e-07,1.99526163067e-07,4.53935900256,3.40059281628,3.54561022874,2.99058502553,3.16759931867,3.12061324184,3.22742708144,3.29314980627,3.84238067194,3.1259840697,3.03718469891,3.79414532577,3.60661424888,3.00170990169,3.43502000441,3.02594623178,3.16307651238,3.27081141881,3.35778365871,4.17716396952,8.31690441401,3.13543447061,2.80740811962,3.295170933,3.69537847921,19.23,12.62,11.54,13.41,8.92,18.93,12.92,13.69,10.55,12.34,17.77,12.4,18.07,11.57,6.38,24.88,3.94,21.76,4.68,2.38,21.38,13.95,22.88,2.44,13.74,0.0,0
538414,2,0,0,3,1,4,0,0,0.0,32,32,0,25,2,0,0.4,2225,5,300,15,89.0,40858.0,27632.75,51181.6,0.0023147666507147167,2.6008614052974344e-05,21486,28078,32402,33080,76297,165387,191903,233971,245551,267176,323722,345602,353079,449404,450825,492006,527051,557674,606603,614952,697681,799316,960298,961220,5.59849931181e-07,4.61045895606e-07,5.20638130503e-06,1.54651210195e-05,1.51499293598e-06,7.91538378646e-07,1.22058698904e-06,1.10773933982e-06,1.80360779383e-06,2.89505079398e-06,2.32087088117e-06,4.16003949885e-06,8.33956861099e-07,2.30103090974e-06,3.6377727573e-07,2.26585635267e-06,3.71898214271e-06,1.14381371999e-06,1.12043355196e-06,5.40293565256e-07,2.78690853382e-07,1.08216769488e-06,2.20990620821e-06,7.56133401212e-07,1.92434487873e-06,4.58314347258,3.74939815349,3.5849709381,2.12177241551,2.99479175585,3.13058618891,3.1860855942,3.15459222171,3.86590360658,3.26977309327,3.10315408876,4.06660981788,3.57880383838,3.26024737319,3.24038892844,2.92156870367,3.36196862717,3.35709367774,3.37996728085,3.97404552091,8.48409541628,3.1766928508,2.51495486911,3.47270037143,3.69476821586,12.29,13.81,15.85,16.06,12.66,15.25,9.49,16.32,12.52,10.0,16.52,11.78,17.17,6.31,8.18,22.58,20.37,7.32,13.08,17.46,13.13,10.16,19.27,21.07,11.95,0.0,0
425762,30,0,0,4,0,0,0,0,0,32,32,0,25,2,0,0.4,2225,5,300,15,89.0,40858.0,27632.75,51181.6,0.0023147666507147167,2.6008614052974344e-05,21486,28078,32402,33080,76297,165387,191903,233971,245551,267176,323722,345602,353079,449404,450825,492006,527051,557674,606603,614952,697681,799316,960298,961220,8.98838012744e-08,3.84740479093e-08,1.95361840071e-07,1.53332330854e-07,4.24386888809e-07,6.07080522247e-08,8.61375642447e-08,5.56715182741e-08,8.6945404269e-08,2.63489440113e-07,1.55279850214e-07,3.21842360467e-07,6.56551938183e-08,2.0330253498e-07,2.42228379012e-08,1.26543735467e-07,3.13038441991e-07,8.8356682039e-08,8.38881884267e-08,4.00713144284e-08,2.6670416905e-08,6.52119231848e-08,1.44098048834e-07,7.23140635542e-08,9.67152588162e-08,5.87296701394,4.84781474708,5.01017965038,4.56155579903,4.67949197569,4.80459043107,4.65188561396,4.70495562627,5.3327891662,4.67904350427,4.69762898756,5.08945144255,5.07776581187,4.61745286294,4.89926856924,4.73102623241,4.68053620198,4.88811724775,4.94201671048,5.30969246118,9.21263990626,4.93399578228,4.54951497994,4.64814878922,5.19968658165,0.0502661448036901,0.08633436006104939,0.03689215225712599,0.02858916349311648,0.05278196045490267,0.06586293964987788,0.0036611761757942675,0.05663875841228793,0.08143770255479225,0.006507098757677821,0.06513641934304565,0.07536839627729626,0.09722313033296302,0.00525549567410496,0.033394970256441885,0.02426697420606022,0.026521091240663874,0.058702035067567306,0.06091529715503853,0.08733710250209453,0.08610898341891732,0.08843349933209232,0.006230144840655261,0.058071699929750545,0.050027300732959926,0,0
115829,26,0,0,9,1,7,1,0,0.08,32,32,0,25,2,0,0.4,2225,5,300,15,89.0,40858.0,27632.75,51181.6,0.0023147666507147167,2.6008614052974344e-05,21486,28078,32402,33080,76297,165387,191903,233971,245551,267176,323722,345602,353079,449404,450825,492006,527051,557674,606603,614952,697681,799316,960298,961220,4.09816806515e-07,4.29214118238e-07,2.95752230088e-06,2.90682054962e-06,4.15780831618e-06,7.21794517814e-07,1.06436591671e-06,7.89881909533e-07,1.18662215534e-06,3.0268494505e-06,1.95527227076e-06,4.24794393355e-06,7.93970989811e-07,2.71267719113e-06,9.62328303186e-07,1.68581328388e-06,4.53055343407e-06,1.16739324666e-06,1.09277669235e-06,3.85273857684e-07,2.65559864192e-07,8.05951468979e-07,3.3388439729e-06,9.29114243806e-07,1.18420636435e-06,4.21007410446,3.25803570109,3.11560582003,2.47186956458,2.46421935088,3.01475511295,2.9869241215,2.9594414843,3.43695977457,2.80353284794,2.79288058117,3.59942503416,3.19194748784,2.84657527538,2.96922719243,2.76480436754,2.9655155365,2.99806094995,3.06322426334,3.88675342333,8.44518209168,3.07394963993,2.50144174568,2.9327557566,3.30033211299,22.39,25.15,20.58,17.78,26.58,29.27,24.69,30.18,15.19,29.51,31.93,42.12,20.55,23.21,26.17,29.56,28.52,17.17,26.58,38.48,39.73,40.57,40.77,28.58,34.15,0.0,0
56173,77,0,2,21,1,13,3,0,0.56,32,32,0,25,2,0,0.4,2225,5,300,15,89.0,40858.0,27632.75,51181.6,0.0023147666507147167,2.6008614052974344e-05,21486,28078,32402,33080,76297,165387,191903,233971,245551,267176,323722,345602,353079,449404,450825,492006,527051,557674,606603,614952,697681,799316,960298,961220,9.38706449196e-07,6.57191674331e-07,3.30332068706e-06,3.23480454448e-06,1.6425726006e-06,1.0102340831e-06,1.06832325053e-06,1.15638154002e-06,1.42637517881e-06,5.24274114721e-06,4.02550043854e-06,5.83301333132e-06,9.11464332415e-07,7.52979879731e-06,6.48101237857e-07,2.402206584e-06,5.08465162654e-06,2.33871766362e-06,4.032603426e-06,3.8026262488e-07,2.89463963359e-07,1.27094407507e-06,1.26568355718e-06,9.78140793638e-07,5.50589037309e-06,3.9552882507,2.67112426736,2.89846348201,2.04167151607,2.56174849386,2.29652343827,2.48460007472,2.43920184034,3.1395590588,2.26684855929,2.10902672301,3.19378121696,2.93623477272,2.14298707227,2.2964144177,2.13074360089,2.5246666165,2.47797461578,2.4922531824,3.55156946626,8.11013436905,2.6923262701,1.96544455791,2.41569932873,3.04934259821,30.41,17.34,20.37,26.26,27.37,27.82,20.13,31.64,17.06,18.5,40.0,20.23,6.51,30.37,22.82,11.77,20.81,9.44,28.49,19.31,20.13,31.94,15.47,10.46,27.11,0.0,0
211930,201,0,0,0,0,0,0,0,0,32,32,0,25,2,0,0.4,2225,5,300,15,89.0,40858.0,27632.75,51181.6,0.0023147666507147167,2.6008614052974344e-05,21486,28078,32402,33080,76297,165387,191903,233971,245551,267176,323722,345602,353079,449404,450825,492006,527051,557674,606603,614952,697681,799316,960298,961220,4.19696002931e-09,1.72670022928e-09,7.63470606038e-09,5.05389755838e-09,4.54119547575e-08,2.2583070369e-09,3.13076658199e-09,2.50388743213e-09,3.46241217859e-09,8.15771327794e-09,6.92888539179e-09,1.23585399443e-08,2.79629033135e-09,7.41640642478e-09,8.05299318664e-10,5.80010087833e-09,9.31150048646e-09,4.00696040805e-09,3.77961168813e-09,1.45084121656e-09,2.70619491262e-09,3.53435553674e-09,7.07547082517e-09,2.4153993657e-09,4.86378815681e-09,7.20255498064,6.99337273587,6.71086156838,6.59925992214,6.71016908999,6.79450613607,6.73244856223,6.6602612482,6.79899772895,6.49601752949,6.56051525364,6.93975928995,6.83206950921,6.42880319827,6.88508148016,6.49337171972,6.59423317039,6.63506783145,6.64867051738,6.98508679678,9.98465125388,6.62763693293,6.46384419895,7.04420390237,6.73849330672,0.09890002952864121,0.0009467577612702005,0.07972393468350722,0.07713175625361283,0.03106550962423914,0.02117843838491126,0.028067707743975302,0.029204213469377172,0.056490576933115266,0.04726578589046761,0.011744387742325557,0.042738591684023365,0.02180138758192676,0.054298839743305585,0.01067712359224341,0.056168579044137225,0.04355509448075612,0.09482262477372773,0.08312941088124215,0.08520848595960617,0.04726825436461547,0.041697930220322366,0.0034475527395775086,0.06485340232284113,0.008201176000119192,0,0
399067,1,0,0,5,1,2,0,0,0.0,32,32,0,25,2,0,0.4,2225,5,300,15,89.0,40858.0,27632.75,51181.6,0.0023147666507147167,2.6008614052974344e-05,21486,28078,32402,33080,76297,165387,191903,233971,245551,267176,323722,345602,353079,449404,450825,492006,527051,557674,606603,614952,697681,799316,960298,961220,4.98184804576e-07,5.48022369275e-07,3.22132262201e-06,2.19135540587e-06,2.54206583392e-06,7.01634925084e-07,9.15671444333e-07,1.06153516545e-06,1.14921808051e-06,3.66660435943e-06,4.71414978964e-06,9.56157385123e-06,8.02766651807e-07,3.53978973954e-06,2.51278418801e-07,1.95999226968e-06,5.60055870379e-06,1.61484838991e-06,1.17007655077e-06,7.80398499619e-07,5.09062925728e-07,8.70250072269e-07,9.9048071907e-07,9.18113073343e-07,1.28482584743e-06,4.30273279597,3.22928008248,3.56741504278,2.73545248095,2.89811583975,3.0929503434,3.25432044677,3.11801198162,3.76775763668,2.90332262514,2.819261894,3.67578443787,3.59138131414,2.90716631266,2.99832427515,2.87093329491,2.97509053954,3.16209651403,3.01742617444,3.74674340302,8.40045120298,3.18866247279,2.62463355266,3.16192084825,3.64357889593,12.97,7.01,10.71,12.49,20.05,20.63,10.85,12.26,16.7,19.41,12.08,18.64,9.12,10.9,13.07,24.56,15.12,17.44,14.75,15.73,28.62,21.34,15.49,15.69,25.02,0.0,0
420978,5,0,0,0,1,17,2,0,0.4,32,32,0,25,2,0,0.4,2225,5,300,15,89.0,40858.0,27632.75,51181.6,0.0023147666507147167,2.6008614052974344e-05,21486,28078,32402,33080,76297,165387,191903,233971,245551,267176,323722,345602,353079,449404,450825,492006,527051,557674,606603,614952,697681,799316,960298,961220,3.29193986486e-07,9.54631869566e-08,6.15115143045e-07,3.37013671246e-07,5.36602561292e-07,1.52129310022e-07,5.15442506471e-07,2.1831612643e-07,3.08289872281e-07,6.92391240193e-07,5.11390039025e-07,1.08911891172e-06,1.11785293005e-07,6.11421197646e-07,5.24820605145e-08,4.5296244102e-07,9.93521925847e-07,3.19773152287e-07,2.40311772297e-07,6.28277846059e-08,1.13349939701e-07,2.99216668499e-07,2.02092761043e-07,1.33364121333e-07,4.04689335704e-07,6.14858238014,5.51647350923,5.65184005499,5.23658887476,5.19929698669,5.22330067703,5.25016662487,5.26446600646,5.72315116722,5.24517586039,5.18795114404,5.91170744491,5.74583720586,5.23498943583,5.61621101646,5.24344863119,5.32402257271,5.39457332437,5.38294689894,5.80117081418,9.39200068276,5.31067364468,5.2148876106,5.43563355862,5.69159241125,20.32,7.52,7.38,13.57,6.91,12.43,3.22,4.25,8.51,14.41,2.15,16.39,11.78,15.43,9.68,6.43,18.8,16.58,15.24,14.76,13.24,16.55,14.23,9.25,32.36,1.3020833333333337e-07,0
